Title: The Palomar Transient Factory Core-Collapse Supernova Host-Galaxy 
       Sample.I. Host-Galaxy Distribution Functions and Environment 
       Dependence of CCSNe 
Authors: Schulze S., Yaron O., Sollerman J., Leloudas G., Gal A., Wright A.H., 
         Lunnan R., Gal-Yam A., Ofek E.O., Perley D.A., Filippenko A.V.,
         Kasliwal M.M., Kulkarni S.R., Neill J.D., Nugent P.E., Quimby R.M.,
         Sullivan M., Strothjohann N.L., Arcavi I., Ben-Ami S., Bianco F., 
         Bloom J.S., De K., Fraser M., Fremling C.U., Horesh A., Johansson J.,
         Kelly P.L., Knevzevic N., Knevzevic S., Maguire K., Nyholm A., 
         Papadogiannakis S., Petrushevska T., Rubin A., Yan L., Yang Y.,
         Adams S.M., Bufano F., Clubb K.I., Foley R.J., Green Y., Harmanen J.,
         Ho A.Y.Q., Hook I.M., Hosseinzadeh G., Howell D.A., Kong A.K.H., 
         Kotak R., Matheson T., McCully C., Milisavljevic D., Pan Y.-C., 
         Poznanski D., Shivvers I., Velzen S.v., Verbeek K.K. 
Table: Photometry of the PTF CCSN host galaxies
================================================================================
Byte-by-byte Description of file: apjsabff5et9_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units   Label    Explanations
--------------------------------------------------------------------------------
   1-  9 A9     ---     ID       Object identifier
  11- 19 A9     ---     Tel/Sur  Telescope/Survey designation
  21- 29 A9     ---     Inst     Instrument 
  31- 35 A5     ---     Filter   Filter
  37- 41 F5.2   mag     mag      Observed AB magnitude in Filter (1)
  43- 48 F6.2   mag   e_mag      ?=-99 Uncertainty in mag
  50- 76 A27    ---     Ref      Reference; This paper or ADS bibcode
--------------------------------------------------------------------------------
Note (1): Not corrected for reddening.
--------------------------------------------------------------------------------
iPTF13ala LS                  r     24.06   0.76 This paper                  
iPTF13ala LS                  z     22.68   0.58 This paper                  
iPTF13alq SDSS                u     20.69   0.12 This paper                  
iPTF13alq SDSS                g     19.9    0.06 This paper                  
iPTF13alq SDSS                r     20.0    0.06 This paper                  
iPTF13alq SDSS                i     19.64   0.07 This paper                  
iPTF13alq SDSS                z     19.85   0.27 This paper                  
iPTF13alq PANSTARRS           g     19.97   0.05 This paper                  
iPTF13alq PANSTARRS           r     19.94   0.06 This paper                  
iPTF13alq PANSTARRS           i     19.79   0.06 This paper                  
iPTF13alq PANSTARRS           z     19.95   0.09 This paper                  
iPTF13alq PANSTARRS           y     19.97   0.2  This paper                  
iPTF13ao  SDSS                u     21.58 -99.0  This paper                  
iPTF13ao  SDSS                g     21.74   0.1  This paper                  
iPTF13ao  SDSS                r     21.78   0.14 This paper                  
iPTF13ao  SDSS                i     21.2    0.12 This paper                  
iPTF13aoj GALEX               FUV   19.91   0.23 This paper                  
iPTF13aoj GALEX               NUV   19.78   0.11 This paper                  
iPTF13aoj SDSS                u     19.34   0.15 This paper                  
iPTF13aoj SDSS                g     18.2    0.06 This paper                  
iPTF13aoj SDSS                r     17.85   0.06 This paper                  
iPTF13aoj SDSS                i     17.65   0.08 This paper                  
iPTF13aoj SDSS                z     17.73   0.22 This paper                  
iPTF13aoj PANSTARRS           g     18.22   0.06 This paper                  
iPTF13aoj PANSTARRS           r     17.9    0.06 This paper                  
iPTF13aoj PANSTARRS           i     17.65   0.06 This paper                  
iPTF13aoj PANSTARRS           z     17.58   0.12 This paper                  
iPTF13aoj 2MASS               J     18.17   0.44 This paper                  
iPTF13aoj 2MASS               H     17.55   0.34 This paper                  
iPTF13aoj 2MASS               Ks    17.89   0.39 This paper                  
iPTF13aoj WISE                W1    17.97   0.13 This paper                  
iPTF13aoj WISE                W2    18.79   0.16 This paper                  
iPTF13aoo GALEX               FUV   21.05   0.37 This paper                  
iPTF13aoo GALEX               NUV   21.11   0.12 This paper                  
iPTF13aoo SDSS                u     20.87   0.18 This paper                  
iPTF13aoo SDSS                g     19.89   0.06 This paper                  
iPTF13aoo SDSS                r     19.79   0.08 This paper                  
iPTF13aoo SDSS                i     19.63   0.12 This paper                  
iPTF13aoo PANSTARRS           g     19.94   0.06 This paper                  
iPTF13aoo PANSTARRS           r     19.82   0.08 This paper                  
iPTF13aoo PANSTARRS           i     19.81   0.09 This paper                  
iPTF13aoo PANSTARRS           z     19.69   0.1  This paper                  
iPTF13aoo PANSTARRS           y     19.59   0.23 This paper                  
iPTF13aoo 2MASS               H     18.91   0.4  This paper                  
iPTF13aot SDSS                u     15.43   0.05 This paper                  
iPTF13aot SDSS                g     14.66   0.05 This paper                  
iPTF13aot SDSS                r     14.4    0.05 This paper                  
iPTF13aot SDSS                i     14.31   0.05 This paper                  
iPTF13aot SDSS                z     14.19   0.05 This paper                  
iPTF13aot PANSTARRS           g     14.66   0.05 This paper                  
iPTF13aot PANSTARRS           r     14.38   0.05 This paper                  
iPTF13aot PANSTARRS           i     14.34   0.05 This paper                  
iPTF13aot PANSTARRS           z     14.23   0.05 This paper                  
iPTF13aot PANSTARRS           y     14.07   0.05 This paper                  
iPTF13aot 2MASS               J     14.17   0.06 This paper                  
iPTF13aot 2MASS               H     14.06   0.06 This paper                  
iPTF13aot 2MASS               Ks    14.3    0.12 This paper                  
iPTF13aot WISE                W1    14.63   0.1  This paper                  
iPTF13aqf SDSS                u     18.2    0.08 This paper                  
iPTF13aqf SDSS                g     17.06   0.06 This paper                  
iPTF13aqf SDSS                r     16.71   0.06 This paper                  
iPTF13aqf SDSS                i     16.41   0.09 This paper                  
iPTF13aqf SDSS                z     16.36   0.15 This paper                  
iPTF13aqf PANSTARRS           g     17.16   0.08 This paper                  
iPTF13aqf PANSTARRS           r     16.73   0.08 This paper                  
iPTF13aqf PANSTARRS           i     16.32   0.1  This paper                  
iPTF13aqf PANSTARRS           z     16.44   0.08 This paper                  
iPTF13aqf PANSTARRS           y     16.5    0.17 This paper                  
iPTF13aqf 2MASS               J     16.1    0.16 This paper                  
iPTF13aqf 2MASS               Ks    16.71   0.34 This paper                  
iPTF13aqf WISE                W1    16.76   0.11 This paper                  
iPTF13aqj GALEX               FUV   18.41   0.14 This paper                  
iPTF13aqj GALEX               NUV   18.07   0.11 This paper                  
iPTF13aqj SDSS                u     17.41   0.07 This paper                  
iPTF13aqj SDSS                g     16.48   0.05 This paper                  
iPTF13aqj SDSS                r     16.13   0.05 This paper                  
iPTF13aqj SDSS                i     15.89   0.05 This paper                  
iPTF13aqj SDSS                z     15.8    0.08 This paper                  
iPTF13aqj PANSTARRS           g     16.56   0.06 This paper                  
iPTF13aqj PANSTARRS           r     16.24   0.06 This paper                  
iPTF13aqj PANSTARRS           i     15.93   0.05 This paper                  
iPTF13aqj PANSTARRS           z     15.82   0.06 This paper                  
iPTF13aqj PANSTARRS           y     15.75   0.08 This paper                  
iPTF13aqj 2MASS               J     15.74   0.12 This paper                  
iPTF13aqj 2MASS               H     15.72   0.15 This paper                  
iPTF13aqj 2MASS               Ks    16.08   0.25 This paper                  
iPTF13aqj WISE                W1    16.19   0.1  This paper                  
iPTF13asr SDSS                u     20.56   0.14 This paper                  
iPTF13asr SDSS                g     19.84   0.06 This paper                  
iPTF13asr SDSS                r     19.55   0.05 This paper                  
iPTF13asr SDSS                i     19.21   0.06 This paper                  
iPTF13asr SDSS                z     19.57   0.17 This paper                  
iPTF13asr PANSTARRS           g     19.94   0.07 This paper                  
iPTF13asr PANSTARRS           r     19.53   0.06 This paper                  
iPTF13asr PANSTARRS           i     19.34   0.06 This paper                  
iPTF13asr PANSTARRS           z     19.27   0.09 This paper                  
iPTF13asr PANSTARRS           y     19.15   0.2  This paper                  
iPTF13ast GALEX               FUV   16.85   0.11 This paper                  
iPTF13ast GALEX               NUV   16.55   0.1  This paper                  
iPTF13ast SDSS                u     15.83   0.06 This paper                  
iPTF13ast SDSS                g     14.69   0.05 This paper                  
iPTF13ast SDSS                r     14.25   0.05 This paper                  
iPTF13ast SDSS                i     13.96   0.05 This paper                  
iPTF13ast SDSS                z     13.76   0.06 This paper                  
iPTF13ast PANSTARRS           g     14.75   0.06 This paper                  
iPTF13ast PANSTARRS           r     14.28   0.05 This paper                  
iPTF13ast PANSTARRS           i     14.04   0.05 This paper                  
iPTF13ast PANSTARRS           z     13.94   0.06 This paper                  
iPTF13ast PANSTARRS           y     13.77   0.1  This paper                  
iPTF13ast 2MASS               J     13.66   0.07 This paper                  
iPTF13ast 2MASS               Ks    13.64   0.13 This paper                  
iPTF13ast WISE                W1    14.24   0.1  This paper                  
iPTF13ast WISE                W2    14.8    0.1  This paper                  
iPTF13b   GALEX               FUV   20.84   0.13 This paper                  
iPTF13b   GALEX               NUV   20.75   0.11 This paper                  
iPTF13b   SDSS                u     20.18   0.14 This paper                  
iPTF13b   SDSS                g     19.43   0.06 This paper                  
iPTF13b   SDSS                r     19.16   0.08 This paper                  
iPTF13b   SDSS                i     19.03   0.09 This paper                  
iPTF13b   SDSS                z     18.89   0.19 This paper                  
iPTF13b   PANSTARRS           g     19.51   0.06 This paper                  
iPTF13b   PANSTARRS           r     19.12   0.06 This paper                  
iPTF13b   PANSTARRS           i     19.15   0.08 This paper                  
iPTF13b   PANSTARRS           z     18.94   0.12 This paper                  
iPTF13b   PANSTARRS           y     19.28   0.27 This paper                  
iPTF13bdl CFHT      MegaPrime u     28.95   1.64 This paper                  
iPTF13bdl CFHT      MegaPrime g     27.41   0.89 This paper                  
iPTF13bdl CFHT      MegaPrime r     25.77 -99.0  This paper                  
iPTF13bdl CFHT      MegaPrime i     24.85 -99.0  This paper                  
iPTF13bdl CFHT      MegaPrime z     24.38 -99.0  This paper                  
iPTF13beo SDSS                u     21.12   0.18 This paper                  
iPTF13beo SDSS                g     20.13   0.06 This paper                  
iPTF13beo SDSS                r     19.61   0.06 This paper                  
iPTF13beo SDSS                i     19.29   0.05 This paper                  
iPTF13beo SDSS                z     19.17   0.1  This paper                  
iPTF13beo PANSTARRS           g     20.18   0.08 This paper                  
iPTF13beo PANSTARRS           r     19.67   0.07 This paper                  
iPTF13beo PANSTARRS           i     19.41   0.06 This paper                  
iPTF13beo PANSTARRS           z     19.37   0.1  This paper                  
iPTF13beo PANSTARRS           y     19.22   0.14 This paper                  
iPTF13beo 2MASS               J     18.84   0.61 This paper                  
iPTF13beo 2MASS               H     18.08   0.44 This paper                  
iPTF13beo 2MASS               Ks    18.84   0.49 This paper                  
iPTF13beo WISE                W1    19.52   0.18 This paper                  
iPTF13bg  GALEX               FUV   21.18   0.12 This paper                  
iPTF13bg  GALEX               NUV   21.09   0.11 This paper                  
iPTF13bg  SDSS                u     20.1    0.14 This paper                  
