,bins_logM_,quant16_m,quant50_m,quant84_m,quant05_m,quant95_m,quant01_m,quant99_m,quant16_s,quant50_s,quant84_s,quant05_s,quant95_s,quant01_s,quant99_s
63,7.262626262626263,-6.324555320336759e-05,0.002,0.00012649110640673518,-5.692099788303083e-05,0.00020238577025077632,-5.692099788303083e-05,0.00030042270227131695,-0.00025298221281347036,0.008,0.0005059644256269407,-0.00025930676813380716,0.0008033639904551365,-0.00025930676813380716,0.0011416170203750503
64,7.262626262626263,-6.324555320336759e-05,0.002,0.00012649110640673518,-7.589466384404111e-05,0.00021503488089144972,-7.589466384404111e-05,0.00032256180817015603,-0.0003478505426185217,0.011,0.0005059644256269407,-0.00034468826495835333,0.000825427201690131,-0.00034468826495835333,0.0011859553154482767
65,7.333333333333333,-6.324555320336759e-05,0.002,0.00012649110640673518,-7.589466384404111e-05,0.00021503488089144972,-7.589466384404111e-05,0.00032256180817015603,-0.0003478505426185217,0.011,0.0005059644256269407,-0.00034468826495835333,0.000825427201690131,-0.00034468826495835333,0.0011859553154482767
66,7.333333333333333,-9.486832980505138e-05,0.003,0.00012649110640673518,-9.803060746521978e-05,0.00022143216859797058,-9.803060746521978e-05,0.0003478726785621449,-0.00044271887242357315,0.014,0.0005059644256269407,-0.0004395565947634047,0.0008224103888023304,-0.0004395565947634047,0.001249185057263342
67,7.404040404040404,-9.486832980505138e-05,0.003,0.00012649110640673518,-9.803060746521978e-05,0.00022143216859797058,-9.803060746521978e-05,0.0003478726785621449,-0.00044271887242357315,0.014,0.0005059644256269407,-0.0004395565947634047,0.0008224103888023304,-0.0004395565947634047,0.001249185057263342
68,7.404040404040404,-0.00012649110640673518,0.004,0.00012649110640673518,-0.00012174768991648261,0.00023875196334271267,-0.00012174768991648261,0.00035263823099602055,-0.0005375872022286245,0.017,0.0005059644256269407,-0.0005312626469082878,0.0008480722720145973,-0.0005312626469082878,0.0012935138655035872
69,7.474747474747474,-0.00012649110640673518,0.004,0.00012649110640673518,-0.00012174768991648261,0.00023875196334271267,-0.00012174768991648261,0.00035263823099602055,-0.0005375872022286245,0.017,0.0005059644256269407,-0.0005312626469082878,0.0008480722720145973,-0.0005312626469082878,0.0012935138655035872
70,7.474747474747474,-0.00012649110640673518,0.005,0.00012649110640673518,-0.0001486270500279138,0.000249819935153302,-0.0001486270500279138,0.0003858453087054491,-0.0005692099788303082,0.02,0.0005059644256269407,-0.0006435235038442653,0.0008680452177162197,-0.0006435235038442653,0.0013014796429295567
71,7.545454545454545,-0.00012649110640673518,0.005,0.00012649110640673518,-0.0001486270500279138,0.000249819935153302,-0.0001486270500279138,0.0003858453087054491,-0.0005692099788303082,0.02,0.0005059644256269407,-0.0006435235038442653,0.0008680452177162197,-0.0006435235038442653,0.0013014796429295567
72,7.545454545454545,-0.00012649110640673518,0.006,0.00012649110640673518,-0.00017708754896942925,0.0002531276775858383,-0.00017708754896942925,0.000389045533697543,-0.0005692099788303082,0.024,0.0005059644256269407,-0.0007542032219501585,0.0008808397931292619,-0.0007542032219501585,0.0013015144279838217
73,7.616161616161616,-0.00012649110640673518,0.006,0.00012649110640673518,-0.00017708754896942925,0.0002531276775858383,-0.00017708754896942925,0.000389045533697543,-0.0005692099788303082,0.024,0.0005059644256269407,-0.0007542032219501585,0.0008808397931292619,-0.0007542032219501585,0.0013015144279838217
74,7.616161616161616,-0.00012649110640673518,0.007,0.00012649110640673518,-0.00020554804791094467,0.000259524965292359,-0.00020554804791094467,0.00039222678502367407,-0.0006008327554319921,0.028,0.0005059644256269407,-0.0008712074953763885,0.0009098094187740649,-0.0008712074953763885,0.0013805429089890876
75,7.686868686868687,-0.00012649110640673518,0.007,0.00012649110640673518,-0.00020554804791094467,0.000259524965292359,-0.00020554804791094467,0.00039222678502367407,-0.0006008327554319921,0.028,0.0005059644256269407,-0.0008712074953763885,0.0009098094187740649,-0.0008712074953763885,0.0013805429089890876
76,7.686868686868687,-0.00015811388300841897,0.008,0.00012649110640673518,-0.00024033310217279685,0.00027202861116066467,-0.00024033310217279685,0.00043332374549522116,-0.0005692099788303082,0.032,0.0005059644256269407,-0.000999279740613208,0.0009392691974561924,-0.000999279740613208,0.0014612284234882878
77,7.757575757575758,-0.00015811388300841897,0.008,0.00012649110640673518,-0.00024033310217279685,0.00027202861116066467,-0.00024033310217279685,0.00043332374549522116,-0.0005692099788303082,0.032,0.0005059644256269407,-0.000999279740613208,0.0009392691974561924,-0.000999279740613208,0.0014612284234882878
78,7.757575757575758,-0.00012649110640673518,0.009,0.00015811388300841897,-0.00027828043409481733,0.00027835316648100147,-0.00027828043409481733,0.0004523321965104965,-0.0005692099788303082,0.036,0.0005375872022286245,-0.0011337492735565477,0.0009629862799074551,-0.0011368388188305323,0.001570339651874739
79,7.828282828282829,-0.00012649110640673518,0.009,0.00015811388300841897,-0.00027828043409481733,0.00027835316648100147,-0.00027828043409481733,0.0004523321965104965,-0.0005692099788303082,0.036,0.0005375872022286245,-0.0011337492735565477,0.0009629862799074551,-0.0011368388188305323,0.001570339651874739
80,7.828282828282829,-0.00015811388300841897,0.01,0.00015811388300841897,-0.00028144271175498575,0.0003004163777159959,-0.00031622776601683794,0.0004965945969198724,-0.0005692099788303082,0.041,0.0005375872022286245,-0.0011463256518110373,0.0010485132415043695,-0.0012886281465186145,0.0017190267851782011
81,7.898989898989899,-0.00015811388300841897,0.01,0.00015811388300841897,-0.00028144271175498575,0.0003004163777159959,-0.00031622776601683794,0.0004965945969198724,-0.0005692099788303082,0.041,0.0005375872022286245,-0.0011463256518110373,0.0010485132415043695,-0.0012886281465186145,0.0017190267851782011
82,7.898989898989899,-0.00015811388300841897,0.011,0.00015811388300841897,-0.0002815154441411696,0.0003132836855152214,-0.0003573373755990269,0.0005566367628534857,-0.0005692099788303082,0.046,0.0005692099788303082,-0.0011496333942435737,0.001083516492924774,-0.001459391140167707,0.001706681253192931
83,7.96969696969697,-0.00015811388300841897,0.011,0.00015811388300841897,-0.0002815154441411696,0.0003132836855152214,-0.0003573373755990269,0.0005566367628534857,-0.0005692099788303082,0.046,0.0005692099788303082,-0.0011496333942435737,0.001083516492924774,-0.001459391140167707,0.001706681253192931
84,7.96969696969697,-0.00015811388300841897,0.013,0.00015811388300841897,-0.0002911477418940425,0.000341598719684369,-0.000407933818161721,0.00057563888931344,-0.0006008327554319921,0.052,0.0005692099788303082,-0.00120835372811524,0.001135548609545185,-0.0016475466609477255,0.0016358367467722065
